,tsne_x,tsne_y,robo_group,title,paragraphs,sponsor,url
357,616205847.0599513,-357592509.192921,4,HJRes103 Waiving certain enrollment requirements with respect to certain specified bills of the One Hundred Fifth Congress 105th Congress 1997 1998,10,"Rep. Armey, Richard K. [R-TX-26]",https://www.congress.gov/bill/105th-congress/house-joint-resolution/103/text
358,7492982233.002117,1443781422.6097653,19,S1026 Export Import Bank Reauthorization Act of 1997 105th Congress 1997 1998,39,"Sen. Grams, Rod [R-MN]",https://www.congress.gov/bill/105th-congress/senate-bill/1026/text
359,762309224.170067,-27255283.11639441,2,S819 A bill to designate the United States courthouse at 200 South Washington Street in Alexandria Virginia as the Martin VB Bostetter Jr United States Courthouse 105th Congress 1997 1998,14,"Sen. Warner, John [R-VA]",https://www.congress.gov/bill/105th-congress/senate-bill/819/text
360,441735825.7256561,-2238119306.153034,2,S833 A bill to designate the Federal building courthouse at Public Square and Superior Avenue in Cleveland Ohio as the Howard M Metzenbaum United States Courthouse 105th Congress 1997 1998,13,"Sen. Lautenberg, Frank R. [D-NJ]",https://www.congress.gov/bill/105th-congress/senate-bill/833/text
361,387580021.73462707,124473117.94054946,10,S1228 50 States Commemorative Coin Program Act 105th Congress 1997 1998,40,"Sen. Chafee, John H. [R-RI]",https://www.congress.gov/bill/105th-congress/senate-bill/1228/text
362,2044045377.434012,-1204664163.7674518,9,S1354 A bill to amend the Communications Act of 1934 to provide for the designation of common carriers not subject to the jurisdiction of a State commission as eligible telecommunications carriers 105th Congress 1997 1998,14,"Sen. McCain, John [R-AZ]",https://www.congress.gov/bill/105th-congress/senate-bill/1354/text
363,-12091524951.93504,-3567195454.1765695,4,S1378 A bill to extend the authorization of use of official mail in the location and recovery of missing children and for other purposes 105th Congress 1997 1998,12,"Sen. Warner, John [R-VA]",https://www.congress.gov/bill/105th-congress/senate-bill/1378/text
364,666540698.6215185,-87778560.90471348,18,S1417 Hispanic Cultural Center Act of 1997 105th Congress 1997 1998,25,"Sen. Domenici, Pete V. [R-NM]",https://www.congress.gov/bill/105th-congress/senate-bill/1417/text
365,-792984463.9745039,-746220277.413284,1,S1505 Museum and Library Services Technical and Conforming Amendments of 1997 105th Congress 1997 1998,32,"Sen. Jeffords, James M. [R-VT]",https://www.congress.gov/bill/105th-congress/senate-bill/1505/text
366,1552330069.1796472,-664883268.3864455,16,S1507 A bill to amend the National Defense Authorization Act for Fiscal Year 1998 to make certain technical corrections 105th Congress 1997 1998,14,"Sen. Thurmond, Strom [R-SC]",https://www.congress.gov/bill/105th-congress/senate-bill/1507/text
367,405502146.1215747,-1230433337.454861,9,HR1001 To extend the term of appointment of certain members of the Prospective Payment Assessment Commission and the Physician Payment Review Commission 105th Congress 1997 1998,12,"Rep. Thomas, William M. [R-CA-21]",https://www.congress.gov/bill/105th-congress/house-bill/1001/text
368,-1267900128.123055,-183452389.45441583,11,S1519 Surface Transportation Extension Act of 1997 105th Congress 1997 1998,69,"Sen. Bond, Christopher S. [R-MO]",https://www.congress.gov/bill/105th-congress/senate-bill/1519/text
369,422841721.3603425,-410416851.9474895,7,HR1254 To designate the United States Post Office building located at Bennett and Kansas Avenue in Springfield Missouri as the John N Griesemer Post Office Building 105th Congress 1997 1998,14,"Rep. Blunt, Roy [R-MO-7]",https://www.congress.gov/bill/105th-congress/house-bill/1254/text
370,-1966266362.4461575,-1489222658.9973974,18,S156 Lower Brule Sioux Tribe Infrastructure Development Trust Fund Act 105th Congress 1997 1998,33,"Sen. Daschle, Thomas A. [D-SD]",https://www.congress.gov/bill/105th-congress/senate-bill/156/text
371,-6993213888.6332035,-287262548.2112673,1,S476 A bill to provide for the establishment of not less than 2500 Boys and Girls Clubs of America facilities by the year 2000 105th Congress 1997 1998,17,"Sen. Hatch, Orrin G. [R-UT]",https://www.congress.gov/bill/105th-congress/senate-bill/476/text
372,443648114.7136166,-403157407.50925875,19,S738 Amtrak Reform and Accountability Act of 1997 105th Congress 1997 1998,200,"Sen. Hutchison, Kay Bailey [R-TX]",https://www.congress.gov/bill/105th-congress/senate-bill/738/text
373,232729280.57168522,269534015.716319,15,S1139 Small Business Reauthorization Act of 1997 105th Congress 1997 1998,327,"Sen. Bond, Christopher S. [R-MO]",https://www.congress.gov/bill/105th-congress/senate-bill/1139/text
374,3540390154.692283,-6298120512.063766,11,S1161 A bill to amend the Immigration and Nationality Act to authorize appropriations for refugee and entrant assistance for fiscal years 1998 and 1999 105th Congress 1997 1998,12,"Sen. Abraham, Spencer [R-MI]",https://www.congress.gov/bill/105th-congress/senate-bill/1161/text
375,-2649037536.5382185,-2741529235.691047,19,S1193 Aviation Insurance Reauthorization Act of 1997 105th Congress 1997 1998,24,"Sen. Gorton, Slade [R-WA]",https://www.congress.gov/bill/105th-congress/senate-bill/1193/text
376,-876832039.0294654,-37904410.00772779,13,S1559 A bill to provide for the design construction furnishing and equipping of a Center for Historically Black Heritage within Florida AM University 105th Congress 1997 1998,16,"Sen. Mack, Connie, III [R-FL]",https://www.congress.gov/bill/105th-congress/senate-bill/1559/text
377,884017157.2829182,-380249633.56068003,19,S1565 A bill to make technical corrections to the Nicaraguan Adjustment and Central American Relief Act 105th Congress 1997 1998,17,"Sen. Abraham, Spencer [R-MI]",https://www.congress.gov/bill/105th-congress/senate-bill/1565/text
378,-590266950.8372841,103625272.54379106,17,S305 A bill to authorize the President to award a gold medal on behalf of the Congress to Francis Albert Frank Sinatra in recognition of his outstanding and enduring contributions through his entertainment career and humanitarian activities and for other purposes 105th Congress 1997 1998,21,"Sen. D'Amato, Alfonse [R-NY]",https://www.congress.gov/bill/105th-congress/senate-bill/305/text
379,-780829204.9622283,-541235755.2239113,4,SJRes39 A joint resolution to provide for the convening of the second session of the One Hundred Fifth Congress 105th Congress 1997 1998,10,"Sen. Lott, Trent [R-MS]",https://www.congress.gov/bill/105th-congress/senate-joint-resolution/39/text
380,-1622366517.7828774,-621386263.9072928,1,HR1493 To require the Attorney General to establish a program in local prisons to identify prior to arraignment criminal aliens and aliens who are unlawfully present in the United States and for other purposes 105th Congress 1997 1998,20,"Rep. Gallegly, Elton [R-CA-23]",https://www.congress.gov/bill/105th-congress/house-bill/1493/text
381,-3796714876.9872828,-618685795.8061743,19,HR2626 To make clarifications to the Pilot Records Improvement Act of 1996 and for other purposes 105th Congress 1997 1998,14,"Rep. Duncan, John J., Jr. [R-TN-2]",https://www.congress.gov/bill/105th-congress/house-bill/2626/text
382,701140318.5410011,-860377059.9027445,18,HR1604 Michigan Indian Land Claims Settlement Act 105th Congress 1997 1998,99,"Rep. Kildee, Dale E. [D-MI-9]",https://www.congress.gov/bill/105th-congress/house-bill/1604/text
383,2597547994.0191965,10963512314.265503,5,HR2979 To authorize acquisition of certain real property for the Library of Congress and for other purposes 105th Congress 1997 1998,24,"Rep. Thomas, William M. [R-CA-21]",https://www.congress.gov/bill/105th-congress/house-bill/2979/text
384,1917699234.7606058,1388121923.2446797,19,HJRes95 Granting the consent of Congress to the Chickasaw Trail Economic Development Compact 105th Congress 1997 1998,19,"Rep. Bryant, Ed [R-TN-7]",https://www.congress.gov/bill/105th-congress/house-joint-resolution/95/text
385,13127986185.375948,-8015308675.12536,9,HR1658 Atlantic Striped Bass Conservation Act Amendments of 1997 105th Congress 1997 1998,53,"Rep. Saxton, Jim [R-NJ-3]",https://www.congress.gov/bill/105th-congress/house-bill/1658/text
386,2888018442.278186,-1748587536.5430987,19,HR2265 No Electronic Theft NET Act 105th Congress 1997 1998,30,"Rep. Goodlatte, Bob [R-VA-6]",https://www.congress.gov/bill/105th-congress/house-bill/2265/text
387,1907352805.6820993,-1940612267.2284777,16,HR2476 To amend title 49 United States Code to require the National Transportation Safety Board and individual foreign air carriers to address the needs of families of passengers involved in aircraft accidents involving foreign air carriers 105th Congress 1997 1998,22,"Rep. Underwood, Robert A. [D-GU-At Large]",https://www.congress.gov/bill/105th-congress/house-bill/2476/text
388,549283342.7674474,53705477892.861336,19,HR3025 To amend the Federal charter for Group Hospitalization and Medical Services Inc and for other purposes 105th Congress 1997 1998,14,"Rep. Davis, Tom [R-VA-11]",https://www.congress.gov/bill/105th-congress/house-bill/3025/text
389,4174447298.0126195,5707123735.602739,1,HR968 To amend title XVIII and XIX of the Social Security Act to permit a waiver of the prohibition of offering nurse aide training and competency evaluation programs in certain nursing facilities 105th Congress 1997 1998,12,"Rep. Ehrlich, Robert L., Jr. [R-MD-2]",https://www.congress.gov/bill/105th-congress/house-bill/968/text
390,570175255.9869215,833311279.0429788,19,HR3034 To amend section 13031 of the Consolidated Omnibus Budget Reconciliation Act of 1985 relating to customs user fees to allow the use of such fees to provide for customs inspectional personnel in connection with the arrival of passengers in Florida and for other purposes 105th Congress 1997 1998,12,"Rep. Shaw, E. Clay, Jr. [R-FL-22]",https://www.congress.gov/bill/105th-congress/house-bill/3034/text
391,247696984.0625222,-114335822.9867085,19,HJRes96 Granting the consent and approval of Congress for the State of Maryland the Commonwealth of Virginia and the District of Columbia to amend the Washington Metropolitan Area Transit Regulation Compact 105th Congress 1997 1998,17,"Rep. Davis, Tom [R-VA-11]",https://www.congress.gov/bill/105th-congress/house-joint-resolution/96/text
392,-538373842.3905277,-1058217178.7787343,16,HR2796 Army Reserve National Guard Equity Reimbursement Act 105th Congress 1997 1998,14,"Rep. Clayton, Eva M. [D-NC-1]",https://www.congress.gov/bill/105th-congress/house-bill/2796/text
393,-2113670179.2693467,1283858118.5356076,19,HR2977 Federal Advisory Committee Act Amendments of 1997 105th Congress 1997 1998,25,"Rep. Horn, Stephen [R-CA-38]",https://www.congress.gov/bill/105th-congress/house-bill/2977/text
394,-21162880.235293865,-69325048.26220347,11,S1575 A bill to rename the Washington National Airport located in the District of Columbia and Virginia as the Ronald Reagan Washington National Airport 105th Congress 1997 1998,16,"Sen. Coverdell, Paul [R-GA]",https://www.congress.gov/bill/105th-congress/senate-bill/1575/text
395,439999502.5392599,-636301833.9325185,11,HR1271 FAA Research Engineering and Development Authorization Act of 1998 105th Congress 1997 1998,25,"Rep. Morella, Constance A. [R-MD-8]",https://www.congress.gov/bill/105th-congress/house-bill/1271/text
396,287575409.72146326,-720548716.1154776,18,HR3042 Environmental Policy and Conflict Resolution Act of 1997 105th Congress 1997 1998,46,"Rep. Kolbe, Jim [R-AZ-5]",https://www.congress.gov/bill/105th-congress/house-bill/3042/text
397,-350065658.92968065,-290149346.9462409,16,S1349 A bill to authorize the Secretary of Transportation to issue a certificate of documentation with appropriate endorsement for employment in the coastwise trade for the vessel PRINCE NOVA and for other purposes 105th Congress 1997 1998,14,"Sen. Dodd, Christopher J. [D-CT]",https://www.congress.gov/bill/105th-congress/senate-bill/1349/text
398,4833871717.0619955,-703785922.7635795,17,S1564 Holocaust Victims Redress Act 105th Congress 1997 1998,31,"Sen. D'Amato, Alfonse [R-NY]",https://www.congress.gov/bill/105th-congress/senate-bill/1564/text
399,11340420604.302946,-4947383467.688015,17,HR2631 Disapproving the cancellations transmitted by the President on October 6 1997 regarding Public Law 105 45 105th Congress 1997 1998,29,"Rep. Skeen, Joe [R-NM-2]",https://www.congress.gov/bill/105th-congress/house-bill/2631/text
400,-95187883.50437069,-1520651942.7608018,17,HR1650 To authorize the President to award a gold medal on behalf of the Congress to Mother Teresa of Calcutta in recognition of her outstanding and enduring contributions through humanitarian and charitable activities and for other purposes 105th Congress 1997 1998,21,"Rep. Christensen, Jon [R-NE-2]",https://www.congress.gov/bill/105th-congress/house-bill/1650/text
401,12730494.140421385,848239820.1058161,1,S927 National Sea Grant College Program Reauthorization Act of 1998 105th Congress 1997 1998,53,"Sen. Snowe, Olympia J. [R-ME]",https://www.congress.gov/bill/105th-congress/senate-bill/927/text
402,-115253375.50930679,-626836784.3760626,7,S916 A bill to designate the United States Post Office building located at 750 Highway 28 East in Taylorsville Mississippi as the Blaine H Eaton Post Office Building 105th Congress 1997 1998,14,"Sen. Cochran, Thad [R-MS]",https://www.congress.gov/bill/105th-congress/senate-bill/916/text
403,-57825607.80625182,123321047.6601849,0,S985 A bill to designate the post office located at 194 Ward Street in Patterson New Jersey as the Larry Doby Post Office 105th Congress 1997 1998,16,"Sen. Torricelli, Robert G. [D-NJ]",https://www.congress.gov/bill/105th-congress/senate-bill/985/text
404,1522861302.126658,-528137517.83565843,2,HR595 To designate the Federal building and United States courthouse located at 475 Mulberry Street in Macon Georgia as the William Augustus Bootle Federal Building and United States Courthouse 105th Congress 1997 1998,14,"Rep. Chambliss, Saxby [R-GA-8]",https://www.congress.gov/bill/105th-congress/house-bill/595/text
405,22203953670.259945,5999315020.542988,19,HR3116 Examination Parity and Year 2000 Readiness for Financial Institutions Act 105th Congress 1997 1998,33,"Rep. Leach, James A. [R-IA-1]",https://www.congress.gov/bill/105th-congress/house-bill/3116/text
406,-358902742.8632172,-1823606155.8719757,14,S347 An Act to designate the Federal building located at 61 Forsyth Street SW in Atlanta Georgia as the Sam Nunn Atlanta Federal Center 105th Congress 1997 1998,14,"Sen. Cleland, Max [D-GA]",https://www.congress.gov/bill/105th-congress/senate-bill/347/text
407,-3214605737.2772818,-1976584227.8059487,19,S758 Lobbying Disclosure Technical Amendments Act of 1998 105th Congress 1997 1998,25,"Sen. Levin, Carl [D-MI]",https://www.congress.gov/bill/105th-congress/senate-bill/758/text
408,-746459080.2794842,-254633608.03388408,3,S750 A bill to consolidate certain mineral interests in the National Grasslands in Billings County North Dakota through the exchange of Federal and private mineral interests to enhance land management capabilities and environmental and wildlife protection and for other purposes 105th Congress 1997 1998,18,"Sen. Dorgan, Byron L. [D-ND]",https://www.congress.gov/bill/105th-congress/senate-bill/750/text
409,-373001023.33938825,-50643862.55717422,1,S419 Birth Defects Prevention Act of 1998 105th Congress 1997 1998,25,"Sen. Bond, Christopher S. [R-MO]",https://www.congress.gov/bill/105th-congress/senate-bill/419/text
410,447270228.49808663,-2054360463.7988837,3,HR1116 To provide for the conveyance of the reversionary interest of the United States in certain lands to the Clint Independent School District and the Fabens Independent School District 105th Congress 1997 1998,14,"Rep. Reyes, Silvestre [D-TX-16]",https://www.congress.gov/bill/105th-congress/house-bill/1116/text
411,760526054.3378615,-1228032168.8441348,1,HR5 Individuals with Disabilities Education Act Amendments of 1997 105th Congress 1997 1998,490,"Rep. Goodling, William F. [R-PA-19]",https://www.congress.gov/bill/105th-congress/house-bill/5/text
412,971949702.2168661,-3321567986.7398376,16,HR2843 Aviation Medical Assistance Act of 1998 105th Congress 1997 1998,27,"Rep. Duncan, John J., Jr. [R-TN-2]",https://www.congress.gov/bill/105th-congress/house-bill/2843/text
413,163607035.08108166,1317736936.2152996,3,HR3226 To authorize the Secretary of Agriculture to convey certain lands and improvements in the State of Virginia and for other purposes 105th Congress 1997 1998,16,"Rep. Goodlatte, Bob [R-VA-6]",https://www.congress.gov/bill/105th-congress/house-bill/3226/text
414,1745779817.6125002,760271987.4162165,9,S493 Wireless Telephone Protection Act 105th Congress 1997 1998,21,"Sen. Kyl, Jon [R-AZ]",https://www.congress.gov/bill/105th-congress/senate-bill/493/text
415,-671093299.0531609,2365770153.5080175,11,S1178 Visa Waiver Pilot Program Reauthorization Act of 1997 105th Congress 1997 1998,14,"Sen. Abraham, Spencer [R-MI]",https://www.congress.gov/bill/105th-congress/senate-bill/1178/text
416,799672114.726935,-75544699.02902165,5,HR3579 1998 Supplemental Appropriations and Rescissions Act 105th Congress 1997 1998,523,"Rep. Livingston, Bob [R-LA-1]",https://www.congress.gov/bill/105th-congress/house-bill/3579/text
417,298776132.28801596,-705503570.1460607,17,HJRes102 Expressing the sense of the Congress on the occasion of the 50th anniversary of the founding of the modern State of Israel and reaffirming the bonds of friendship and cooperation between the United States and Israel 105th Congress 1997 1998,19,"Rep. Lantos, Tom [D-CA-12]",https://www.congress.gov/bill/105th-congress/house-joint-resolution/102/text
418,-341644581.7653594,2033871338.4217274,10,HR3301 To amend chapter 51 of title 31 United States Code to allow the Secretary of the Treasury greater discretion with regard to the placement of the required inscriptions on quarter dollars issued under the 50 States Commemorative Coin Program 105th Congress 1997 1998,10,"Rep. Castle, Michael N. [R-DE-At Large]",https://www.congress.gov/bill/105th-congress/house-bill/3301/text
419,871043861.2757739,-106766579.71640418,16,HR2472 To extend certain programs under the Energy Policy and Conservation Act 105th Congress 1997 1998,18,"Rep. Schaefer, Dan [R-CO-6]",https://www.congress.gov/bill/105th-congress/house-bill/2472/text
420,-1079425785.8515058,-27387288.967349395,5,HR2400 Transportation Equity Act for the 21st Century 105th Congress 1997 1998,2043,"Rep. Shuster, Bud [R-PA-9]",https://www.congress.gov/bill/105th-congress/house-bill/2400/text
421,-29597678.64579589,9931349.586012913,14,HR824 To redesignate the Federal building located at 717 Madison Place NW in the District of Columbia as the Howard T Markey National Courts Building 105th Congress 1997 1998,14,"Rep. Hyde, Henry J. [R-IL-6]",https://www.congress.gov/bill/105th-congress/house-bill/824/text
422,-6460737786.636597,-5188191007.310957,5,HR1871 1997 Emergency Supplemental Appropriations Act for Recovery from Natural Disasters and for Overseas Peacekeeping Efforts Including Those in Bosnia 105th Congress 1997 1998,702,"Rep. Livingston, Bob [R-LA-1]",https://www.congress.gov/bill/105th-congress/house-bill/1871/text
423,-334225695.5613512,-1229465466.7112393,19,HR3565 Care for Police Survivors Act of 1998 105th Congress 1997 1998,15,"Rep. McCollum, Bill [R-FL-8]",https://www.congress.gov/bill/105th-congress/house-bill/3565/text
424,-1878669773.8569584,472236537.2743707,18,S1605 Bulletproof Vest Partnership Grant Act of 1998 105th Congress 1997 1998,36,"Sen. Campbell, Ben Nighthorse [R-CO]",https://www.congress.gov/bill/105th-congress/senate-bill/1605/text
425,5634912959.212942,-3112600711.0607457,12,,12,"Sen. Grassley, Chuck [R-IA]",https://www.congress.gov/bill/105th-congress/senate-bill/1244/text
426,-198754107.81425104,-1287894754.1436923,19,S1244 Religious Liberty and Charitable Donation Protection Act of 1998 105th Congress 1997 1998,29,"Rep. Goodlatte, Bob [R-VA-6]",https://www.congress.gov/bill/105th-congress/house-bill/1847/text
427,408843974.47735983,710035205.3042274,9,HR1847 Telemarketing Fraud Prevention Act of 1998 105th Congress 1997 1998,34,"Sen. Lugar, Richard G. [R-IN]",https://www.congress.gov/bill/105th-congress/senate-bill/1150/text
428,6298519342.226398,-1093499377.076291,1,S1150 Agricultural Research Extension and Education Reform Act of 1998 105th Congress 1997 1998,535,"Sen. D'Amato, Alfonse [R-NY]",https://www.congress.gov/bill/105th-congress/senate-bill/1900/text
429,5215629572.51446,768390618.097449,9,S1900 US Holocaust Assets Commission Act of 1998 105th Congress 1997 1998,45,"Rep. Hyde, Henry J. [R-IL-6]",https://www.congress.gov/bill/105th-congress/house-bill/3811/text
430,44555905.20084526,1000609879.5955138,4,HR3811 Deadbeat Parents Punishment Act of 1998 105th Congress 1997 1998,6,"Sen. Dorgan, Byron L. [D-ND]",https://www.congress.gov/bill/105th-congress/senate-bill/2069/text
431,-411564337.4954833,167828180.87227547,18,S2069 A bill to permit the mineral leasing of Indian land located within the Fort Berthold Indian reservation in any case in which there is consent from a majority interest in the parcel of land under consideration for lease 105th Congress 1997 1998,14,"Rep. White, Rick [R-WA-1]",https://www.congress.gov/bill/105th-congress/house-bill/651/text
432,1243668441.2163742,9922799464.80653,8,HR651 To extend the deadline under the Federal Power Act for the construction of a hydroelectric project located in the State of Washington and for other purposes 105th Congress 1997 1998,13,"Sen. Coverdell, Paul [R-GA]",https://www.congress.gov/bill/105th-congress/senate-bill/543/text
433,921816705.9299957,-1380207867.6080987,19,S543 Volunteer Protection Act of 1997 105th Congress 1997 1998,39,"Rep. White, Rick [R-WA-1]",https://www.congress.gov/bill/105th-congress/house-bill/652/text
434,21441053216.16254,-64913382678.9402,8,HR652 To extend the deadline under the Federal Power Act for the construction of a hydroelectric project located in the State of Washington and for other purposes 105th Congress 1997 1998,13,"Rep. McHugh, John M. [R-NY-24]",https://www.congress.gov/bill/105th-congress/house-bill/848/text
435,110406120.50832805,-144146237.8381413,8,HR848 To extend the deadline under the Federal Power Act applicable to the construction of the AuSable Hydroelectric Project in New York and for other purposes 105th Congress 1997 1998,12,"Rep. Metcalf, Jack [R-WA-2]",https://www.congress.gov/bill/105th-congress/house-bill/1184/text
436,-666909295.8823361,-8487792589.147444,8,HR1184 To extend the deadline under the Federal Power Act for the construction of the Bear Creek hydroelectric project in the State of Washington and for other purposes 105th Congress 1997 1998,15,"Rep. Metcalf, Jack [R-WA-2]",https://www.congress.gov/bill/105th-congress/house-bill/1217/text
437,-2089294662.0308337,-647872309.4894494,8,HR1217 To extend the deadline under the Federal Power Act for the construction of a hydroelectric project located in the State of Washington and for other purposes 105th Congress 1997 1998,12,"Sen. McConnell, Mitch [R-KY]",https://www.congress.gov/bill/105th-congress/senate-bill/2282/text
438,757907304.7738612,-968795297.5306665,19,S2282 Agriculture Export Relief Act of 1998 105th Congress 1997 1998,11,"Rep. Thomas, William M. [R-CA-21]",https://www.congress.gov/bill/105th-congress/house-bill/960/text
439,1437901416.6996713,-1735893236.9416575,3,HR960 To validate certain conveyances in the City of Tulare Tulare County California and for other purposes 105th Congress 1997 1998,17,"Rep. Young, C. W. Bill [R-FL-10]",https://www.congress.gov/bill/105th-congress/house-bill/2202/text
440,144387000.49492055,-84462902.35036695,1,HR2202 National Bone Marrow Registry Reauthorization Act of 1998 105th Congress 1997 1998,46,"Rep. Ballenger, Cass [R-NC-10]",https://www.congress.gov/bill/105th-congress/house-bill/2864/text
441,889491423.3168902,-253018167.23337126,1,HR2864 Occupational Safety and Health Administration Compliance Assistance Authorization Act of 1998 105th Congress 1997 1998,19,"Rep. Ballenger, Cass [R-NC-10]",https://www.congress.gov/bill/105th-congress/house-bill/2877/text
442,-695845660.071377,-37885200.99417426,1,HR2877 To amend the Occupational Safety and Health Act of 1970 105th Congress 1997 1998,12,"Rep. Skeen, Joe [R-NM-2]",https://www.congress.gov/bill/105th-congress/house-bill/3035/text
443,-594501001.1639364,-321551623.88308996,9,HR3035 National Drought Policy Act of 1998 105th Congress 1997 1998,6,"Rep. Archer, Bill [R-TX-7]",https://www.congress.gov/bill/105th-congress/house-bill/668/text
444,2775146428.86222,715306230.9995574,11,HR668 Airport and Airway Trust Fund Tax Reinstatement Act of 1997 105th Congress 1997 1998,33,"Rep. Shaw, E. Clay, Jr. [R-FL-22]",https://www.congress.gov/bill/105th-congress/house-bill/3130/text
445,629298426.6424052,1791373886.9593058,1,,81,"Rep. Morella, Constance A. [R-MD-8]",https://www.congress.gov/bill/105th-congress/house-joint-resolution/113/text
446,1140936117.8209298,-621309731.5713447,1,HR3130 Child Support Performance and Incentive Act of 1998 105th Congress 1997 1998,156,"Sen. Bumpers, Dale [D-AR]",https://www.congress.gov/bill/105th-congress/senate-bill/731/text
447,-121932423.48962402,-1268388226.7332559,13,HJRes113 Approving the location of a Martin Luther King Jr Memorial in the Nations Capitol 105th Congress 1997 1998,15,"Rep. Stokes, Louis [D-OH-11]",https://www.congress.gov/bill/105th-congress/house-bill/1635/text
448,1774561178.9139004,7741818791.5134735,13,S731 A bill to extend the legislative authority for construction of the National Peace Garden memorial and for other purposes 105th Congress 1997 1998,15,"Sen. McConnell, Mitch [R-KY]",https://www.congress.gov/bill/105th-congress/senate-bill/2316/text
449,-761450741.9996115,-113027239.5361032,13,HR1635 National Underground Railroad Network to Freedom Act of 1998 105th Congress 1997 1998,26,"Rep. Collins, Mac [R-GA-3]",https://www.congress.gov/bill/105th-congress/house-bill/1316/text
450,198455370.36740237,-965550221.3445525,5,S2316 A bill to require the Secretary of Energy to submit to Congress a plan to ensure that all amounts accrued on the books of the United States Enrichment Corporation for the disposition of depleted uranium hexafluoride will be used to treat and recycle depleted uranium hexafluoride 105th Congress 1997 1998,13,"Rep. Archer, Bill [R-TX-7]",https://www.congress.gov/bill/105th-congress/house-bill/2676/text
451,-797476596.7876142,-107692827.5032418,19,HR1316 To amend chapter 87 of title 5 United States Code with respect to the order of precedence to be applied in the payment of life insurance benefits 105th Congress 1997 1998,19,"Rep. Schiff, Steven [R-NM-1]",https://www.congress.gov/bill/105th-congress/house-bill/1273/text
452,7242008631.77004,-482108664.5562943,19,HR2676 Internal Revenue Service Restructuring and Reform Act of 1998 105th Congress 1997 1998,1238,"Rep. Doolittle, John T. [R-CA-4]",https://www.congress.gov/bill/105th-congress/house-bill/1439/text
453,-52365516.01592383,111949355.89472319,5,HR1273 National Science Foundation Authorization Act of 1998 105th Congress 1997 1998,76,"Rep. Underwood, Robert A. [D-GU-At Large]",https://www.congress.gov/bill/105th-congress/house-bill/1460/text
454,240584170.91536057,-175575719.05392194,3,HR1439 To facilitate the sale of certain land in Tahoe National Forest in the State of California to Placer County California 105th Congress 1997 1998,12,"Rep. Abercrombie, Neil [D-HI-1]",https://www.congress.gov/bill/105th-congress/house-joint-resolution/32/text
455,8205728.0686862245,-822806722.262465,13,HR1460 To allow for election of the Delegate from Guam by other than separate ballot and for other purposes 105th Congress 1997 1998,13,"Rep. Blunt, Roy [R-MO-7]",https://www.congress.gov/bill/105th-congress/house-bill/1779/text
456,522043563.6043379,2550221894.4644556,4,HJRes32 To consent to certain amendments enacted by the Legislature of the State of Hawaii to the Hawaiian Homes Commission Act 1920 105th Congress 1997 1998,10,"Rep. Leach, James A. [R-IA-1]",https://www.congress.gov/bill/105th-congress/house-bill/2165/text
457,240434701.69366384,-3046450084.014187,3,HR1779 To make a minor adjustment in the exterior boundary of the Devils Backbone Wilderness in the Mark Twain National Forest Missouri to exclude a small parcel of land containing improvements 105th Congress 1997 1998,12,"Rep. McInnis, Scott [R-CO-3]",https://www.congress.gov/bill/105th-congress/house-bill/2217/text
458,70183319966.02654,-44768684709.965485,8,HR2165 To extend the deadline under the Federal Power Act applicable to the construction of FERC Project Number 3862 in the State of Iowa and for other purposes 105th Congress 1997 1998,12,"Rep. Bunning, Jim [R-KY-4]",https://www.congress.gov/bill/105th-congress/house-bill/2841/text
459,-440613166.53966653,-83243950.38382983,8,HR2217 To extend the deadline under the Federal Power Act applicable to the construction of FERC Project Number 9248 in the State of Colorado and for other purposes 105th Congress 1997 1998,12,"Rep. Portman, Rob [R-OH-2]",https://www.congress.gov/bill/105th-congress/house-bill/2870/text
460,-377233291.9045997,-343464733.20708436,8,HR2841 To extend the time required for the construction of a hydroelectric project 105th Congress 1997 1998,12,"Rep. Houghton, Amo [R-NY-31]",https://www.congress.gov/bill/105th-congress/house-bill/3156/text
461,1315728496.1283357,1010565594.6117043,19,HR2870 Tropical Forest Conservation Act of 1998 105th Congress 1997 1998,69,"Sen. D'Amato, Alfonse [R-NY]",https://www.congress.gov/bill/105th-congress/senate-bill/318/text
462,480702782.047782,-726830713.4967158,17,HR3156 To present a congressional gold medal to Nelson Rolihlahla Mandela 105th Congress 1997 1998,22,"Rep. Young, Don [R-AK-At Large]",https://www.congress.gov/bill/105th-congress/house-bill/39/text
463,1663407537.352006,-274018107.3051011,19,S318 Homeowners Protection Act of 1998 105th Congress 1997 1998,79,"Rep. LaTourette, Steven C. [R-OH-19]",https://www.congress.gov/bill/105th-congress/house-bill/643/text
464,-335713045.24883795,-728069747.2570945,13,HR39 African Elephant Conservation Reauthorization Act of 1998 105th Congress 1997 1998,14,"Rep. LaTourette, Steven C. [R-OH-19]",https://www.congress.gov/bill/105th-congress/house-bill/1151/text
465,-1782455235.2694051,-352175035.9553971,2,HR643 To designate the United States courthouse to be constructed at the corner of Superior and Huron Roads in Cleveland Ohio as the Carl B Stokes United States Courthouse 105th Congress 1997 1998,14,"Sen. Thomas, Craig [R-WY]",https://www.congress.gov/bill/105th-congress/senate-bill/342/text
